model,mse,mse_lo,mse_hi,skill_vs_const,qlike_nz,ql_lo,ql_hi
M0_const,1.2935407469886796e-11,3.396437599419742e-12,3.169649413882632e-11,0.0,-12.216941571854973,-12.575500725803494,-11.791883732644047
M1_spread,1.2775883027602153e-11,3.3337168260078564e-12,3.20336941935488e-11,0.012332386332321699,-12.046619809887318,-12.424385149659901,-11.5952517279364
M2_imb,1.2956088914848618e-11,3.2363728271321306e-12,3.093634524519084e-11,-0.001598824390338427,-12.173385260670795,-12.520522510135985,-11.792990968932129
M3_additive,1.2799180552994076e-11,3.29819531381109e-12,3.205433208172943e-11,0.010531320115725107,57.705730519367506,3.992629615074048,127.46487214465229
M4_full,1.2829712992338498e-11,3.170700774587414e-12,3.154582431904142e-11,0.008170943033248168,-11.668695684736518,-12.234801298754403,-10.954232813411197
