R2_2D_mean,R2_2D_lo,R2_2D_hi,R2_3D_mean,R2_3D_lo,R2_3D_hi,dR2_mean,dR2_lo,dR2_hi,hit_2d_mean,hit_3d_mean,dHit_mean,dHit_lo,dHit_hi,n_pairs
0.0052302853414200046,0.000633025262710038,0.00939774999840961,0.0019055545469709445,-0.004036822042047511,0.0066861387801105945,-0.00332473079444906,-0.006976372391545576,-2.0134692808016957e-05,0.5795097474066727,0.5776641828369913,-0.0018455645696814538,-0.007596918272412194,0.0036910687646118396,1547
